,ID,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,GENDERIndex,GENDERclassVec,STATUSIndex,STATUSclassVec,HOMEOWNERIndex,HOMEOWNERclassVec,features,rawPrediction,probability,prediction,predictedLabel
472,1557,F,M,2,42031,N,51,20452,39,10226,1022,9,3,5,1022,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1557.0,2.0,42031.0,51.0,20452.0,39.0,10226.0,1022.0,9.0,3.0,5.0,1022.0]","[2.1507364270916614,17.321440338999267,0.5278232339090714]","[0.10753682135458306,0.8660720169499634,0.02639116169545357]",1.0,Low
473,1558,F,S,1,97689,N,59,6080,8,1520,152,1,1,16,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1558.0,1.0,97689.0,59.0,6080.0,8.0,1520.0,152.0,1.0,1.0,16.0,0.0]","[13.691841839838155,0.0,6.308158160161842]","[0.6845920919919078,0.0,0.31540790800809215]",0.0,High
474,1564,F,M,1,50735,Y,36,11621,16,5810,581,4,5,10,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1564.0,1.0,50735.0,36.0,11621.0,16.0,5810.0,581.0,4.0,5.0,10.0,0.0]","[15.160433711395244,2.387868171794996,2.4516981168097565]","[0.7580216855697623,0.11939340858974982,0.12258490584048784]",0.0,High
475,1570,F,M,1,43894,N,40,29282,40,14641,1464,10,4,10,1464,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1570.0,1.0,43894.0,40.0,29282.0,40.0,14641.0,1464.0,10.0,4.0,10.0,1464.0]","[2.507909702834376,17.006072909089525,0.4860173880760996]","[0.1253954851417188,0.8503036454544762,0.024300869403804982]",1.0,Low
476,1571,F,S,2,28787,N,42,27972,58,13986,1398,14,4,5,1398,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1571.0,2.0,28787.0,42.0,27972.0,58.0,13986.0,1398.0,14.0,4.0,5.0,1398.0]","[1.9302789810149041,17.327641686697234,0.7420793322878596]","[0.09651394905074523,0.8663820843348619,0.03710396661439299]",1.0,Low
477,1575,F,M,0,91708,N,37,17211,31,8605,860,7,3,7,860,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1575.0,0.0,91708.0,37.0,17211.0,31.0,8605.0,860.0,7.0,3.0,7.0,860.0]","[1.8704740412248735,17.51832936778286,0.6111965909922635]","[0.09352370206124368,0.875916468389143,0.030559829549613178]",1.0,Low
478,1577,F,M,1,20550,Y,22,27722,57,13861,1386,14,5,6,1386,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1577.0,1.0,20550.0,22.0,27722.0,57.0,13861.0,1386.0,14.0,5.0,6.0,1386.0]","[1.8565018209417739,17.29185653724406,0.8516416418141677]","[0.09282509104708869,0.864592826862203,0.042582082090708386]",1.0,Low
479,1581,M,M,2,28766,N,47,6110,58,1527,152,8,4,20,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1581.0,2.0,28766.0,47.0,6110.0,58.0,1527.0,152.0,8.0,4.0,20.0,0.0]","[15.880279065398307,0.0,4.11972093460169]","[0.7940139532699155,0.0,0.20598604673008455]",0.0,High
480,1588,F,M,2,55860,Y,15,16011,10,8005,800,2,4,5,800,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1588.0,2.0,55860.0,15.0,16011.0,10.0,8005.0,800.0,2.0,4.0,5.0,800.0]","[1.9835930266657118,17.428572903787376,0.5878340695469169]","[0.09917965133328556,0.8714286451893685,0.02939170347734583]",1.0,Low
481,1591,F,S,2,14578,Y,61,11911,95,5955,595,23,2,9,595,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1591.0,2.0,14578.0,61.0,11911.0,95.0,5955.0,595.0,23.0,2.0,9.0,595.0]","[2.3152001138712777,17.307792008283425,0.3770078778452978]","[0.11576000569356389,0.8653896004141712,0.01885039389226489]",1.0,Low
482,1592,F,M,2,87578,Y,53,290,22,72,7,3,3,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1592.0,2.0,87578.0,53.0,290.0,22.0,72.0,7.0,3.0,3.0,15.0,0.0]","[9.070775728112613,0.007142857142857143,10.92208141474453]","[0.45353878640563067,0.00035714285714285714,0.5461040707372266]",2.0,Medium
483,1595,M,M,1,2067,N,48,15251,70,7625,762,17,2,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1595.0,1.0,2067.0,48.0,15251.0,70.0,7625.0,762.0,17.0,2.0,10.0,0.0]","[15.594671743170787,2.401600506730704,2.003727750098507]","[0.7797335871585395,0.12008002533653521,0.10018638750492537]",0.0,High
484,1600,F,M,1,95620,Y,49,10911,93,5455,545,23,3,5,545,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1600.0,1.0,95620.0,49.0,10911.0,93.0,5455.0,545.0,23.0,3.0,5.0,545.0]","[1.3034918021066662,18.278923067667098,0.417585130226238]","[0.0651745901053333,0.9139461533833547,0.020879256511311898]",1.0,Low
485,1601,F,D,1,85275,N,52,22482,151,11241,1124,37,3,9,0,0.0,"(1,[0],[1.0])",2.0,"(2,[],[])",0.0,"(1,[0],[1.0])","[1.0,0.0,0.0,1.0,1601.0,1.0,85275.0,52.0,22482.0,151.0,11241.0,1124.0,37.0,3.0,9.0,0.0]","[16.992036894089413,1.6095380681996914,1.3984250377108935]","[0.8496018447044708,0.08047690340998458,0.06992125188554468]",0.0,High
486,1605,M,M,0,58986,N,27,3930,26,982,98,3,1,18,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1605.0,0.0,58986.0,27.0,3930.0,26.0,982.0,98.0,3.0,1.0,18.0,0.0]","[16.59389017650942,0.0,3.40610982349058]","[0.8296945088254709,0.0,0.170305491174529]",0.0,High
487,1607,F,S,0,39461,N,22,22872,103,11436,1143,25,5,5,1143,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1607.0,0.0,39461.0,22.0,22872.0,103.0,11436.0,1143.0,25.0,5.0,5.0,1143.0]","[2.0083407872740153,17.07545132948116,0.9162078832448219]","[0.10041703936370076,0.8537725664740581,0.0458103941622411]",1.0,Low
488,1618,F,M,1,30000,N,20,59005,8,29502,2950,2,5,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1618.0,1.0,30000.0,20.0,59005.0,8.0,29502.0,2950.0,2.0,5.0,9.0,0.0]","[15.020772654344722,2.1745361242524224,2.8046912214028565]","[0.751038632717236,0.10872680621262112,0.14023456107014282]",0.0,High
489,1619,F,M,2,11234,Y,49,690,112,172,17,16,1,14,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1619.0,2.0,11234.0,49.0,690.0,112.0,172.0,17.0,16.0,1.0,14.0,0.0]","[3.2937100637976866,0.016946778711484593,16.68934315749083]","[0.16468550318988434,0.0008473389355742296,0.8344671578745414]",2.0,Medium
490,1621,F,M,2,57483,N,44,17011,27,8505,850,6,4,7,850,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1621.0,2.0,57483.0,44.0,17011.0,27.0,8505.0,850.0,6.0,4.0,7.0,850.0]","[1.8080362163754766,17.881056550064017,0.3109072335605086]","[0.09040181081877381,0.8940528275032007,0.015545361678025426]",1.0,Low
491,1623,F,M,2,28267,N,30,21872,192,10936,1093,48,1,6,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1623.0,2.0,28267.0,30.0,21872.0,192.0,10936.0,1093.0,48.0,1.0,6.0,0.0]","[16.5073751947017,2.4128569556888992,1.0797678496094]","[0.8253687597350851,0.12064284778444496,0.05398839248047001]",0.0,High
492,1626,F,M,2,91861,Y,42,15321,6,7660,766,1,3,9,766,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1626.0,2.0,91861.0,42.0,15321.0,6.0,7660.0,766.0,1.0,3.0,9.0,766.0]","[1.462628327286644,18.268975477609345,0.2683961951040115]","[0.07313141636433221,0.9134487738804673,0.013419809755200577]",1.0,Low
493,1628,F,M,2,69133,Y,27,8580,37,2145,214,5,5,17,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1628.0,2.0,69133.0,27.0,8580.0,37.0,2145.0,214.0,5.0,5.0,17.0,0.0]","[16.594705126364094,0.0,3.405294873635905]","[0.8297352563182047,0.0,0.17026474368179526]",0.0,High
494,1633,M,M,2,78554,N,17,5590,23,1397,139,3,4,20,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1633.0,2.0,78554.0,17.0,5590.0,23.0,1397.0,139.0,3.0,4.0,20.0,0.0]","[14.533827679405151,0.0,5.466172320594845]","[0.7266913839702577,0.0,0.2733086160297423]",0.0,High
495,1634,F,M,2,38215,N,31,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","(16,[0,1,3,4,5,6,7],[1.0,1.0,1.0,1634.0,2.0,38215.0,31.0])","[20.0,0.0,0.0]","[1.0,0.0,0.0]",0.0,High
496,1636,F,M,2,49745,N,48,2840,24,710,71,3,4,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1636.0,2.0,49745.0,48.0,2840.0,24.0,710.0,71.0,3.0,4.0,15.0,0.0]","[11.338819409043692,0.007142857142857143,8.654037733813452]","[0.5669409704521846,0.00035714285714285714,0.43270188669067255]",0.0,High
497,1638,F,M,2,98003,Y,26,1030,83,257,25,12,1,14,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1638.0,2.0,98003.0,26.0,1030.0,83.0,257.0,25.0,12.0,1.0,14.0,0.0]","[2.568205445847584,0.007142857142857143,17.42465169700956]","[0.1284102722923792,0.00035714285714285714,0.8712325848504779]",2.0,Medium
498,1647,F,S,0,32962,N,21,45004,61,22502,2250,15,4,6,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1647.0,0.0,32962.0,21.0,45004.0,61.0,22502.0,2250.0,15.0,4.0,6.0,0.0]","[14.339333691358489,2.75836455417932,2.9023017544621914]","[0.7169666845679245,0.137918227708966,0.14511508772310958]",0.0,High
499,1648,F,S,2,42000,N,22,33003,35,16501,1650,8,1,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1648.0,2.0,42000.0,22.0,33003.0,35.0,16501.0,1650.0,8.0,1.0,8.0,0.0]","[16.889636366976237,1.2086543487057197,1.9017092843180425]","[0.8444818183488119,0.060432717435285985,0.09508546421590212]",0.0,High
500,1654,F,M,2,98217,N,45,29492,13,14746,1474,3,4,6,1474,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1654.0,2.0,98217.0,45.0,29492.0,13.0,14746.0,1474.0,3.0,4.0,6.0,1474.0]","[2.2868673244445947,16.244821857739964,1.4683108178154416]","[0.11434336622222974,0.8122410928869982,0.07341554089077208]",1.0,Low
501,1659,F,S,1,73338,N,48,20922,9,10461,1046,2,5,9,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1659.0,1.0,73338.0,48.0,20922.0,9.0,10461.0,1046.0,2.0,5.0,9.0,0.0]","[16.00053035783633,2.353657645479207,1.6458119966844607]","[0.8000265178918166,0.11768288227396037,0.08229059983422304]",0.0,High
502,1663,F,M,0,2031,N,20,21642,87,10821,1082,21,2,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1663.0,0.0,2031.0,20.0,21642.0,87.0,10821.0,1082.0,21.0,2.0,7.0,0.0]","[15.490319514717793,2.423931961992913,2.085748523289294]","[0.7745159757358897,0.12119659809964564,0.1042874261644647]",0.0,High
503,1665,F,M,0,55221,N,62,490,15,122,12,2,4,10,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1665.0,0.0,55221.0,62.0,490.0,15.0,122.0,12.0,2.0,4.0,10.0,0.0]","[4.184636652446748,0.00980392156862745,15.805559425984622]","[0.2092318326223374,0.0004901960784313725,0.7902779712992312]",2.0,Medium
504,1667,M,M,0,95448,Y,54,24242,5,12121,1212,1,5,5,1212,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1667.0,0.0,95448.0,54.0,24242.0,5.0,12121.0,1212.0,1.0,5.0,5.0,1212.0]","[1.5862104560464372,17.110276545698476,1.3035129982550875]","[0.07931052280232186,0.8555138272849238,0.06517564991275437]",1.0,Low
505,1670,M,S,2,72084,N,56,29112,9,14556,1455,2,3,8,1455,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1670.0,2.0,72084.0,56.0,29112.0,9.0,14556.0,1455.0,2.0,3.0,8.0,1455.0]","[1.6331146030360777,17.79577787951296,0.5711075174509613]","[0.08165573015180388,0.8897888939756481,0.028555375872548066]",1.0,Low
506,1674,M,M,0,71472,N,42,16021,114,8010,801,28,1,9,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1674.0,0.0,71472.0,42.0,16021.0,114.0,8010.0,801.0,28.0,1.0,9.0,0.0]","[15.944713769068477,2.543497856075755,1.5117883748557672]","[0.7972356884534239,0.12717489280378774,0.07558941874278836]",0.0,High
507,1678,M,S,1,90478,N,55,18021,136,9010,901,34,4,6,901,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1678.0,1.0,90478.0,55.0,18021.0,136.0,9010.0,901.0,34.0,4.0,6.0,901.0]","[2.209772712096775,17.220605935882354,0.56962135202087]","[0.11048863560483875,0.8610302967941177,0.028481067601043502]",1.0,Low
508,1682,M,M,0,75004,N,65,26522,32,13261,1326,8,2,6,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1682.0,0.0,75004.0,65.0,26522.0,32.0,13261.0,1326.0,8.0,2.0,6.0,0.0]","[14.854304736525057,3.7068055015249834,1.4388897619499619]","[0.7427152368262527,0.18534027507624914,0.07194448809749808]",0.0,High
509,1686,F,M,2,47902,N,26,17441,49,8720,872,12,4,10,872,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1686.0,2.0,47902.0,26.0,17441.0,49.0,8720.0,872.0,12.0,4.0,10.0,872.0]","[2.24576766701849,17.47546739349463,0.2787649394868823]","[0.11228838335092449,0.8737733696747313,0.013938246974344112]",1.0,Low
510,1687,M,M,1,7545,Y,17,22392,178,11196,1119,44,1,8,1119,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1687.0,1.0,7545.0,17.0,22392.0,178.0,11196.0,1119.0,44.0,1.0,8.0,1119.0]","[1.4733759946875864,17.965909075256082,0.56071493005633]","[0.07366879973437931,0.8982954537628041,0.0280357465028165]",1.0,Low
511,1689,F,S,1,13576,N,39,14831,25,7415,741,6,4,10,741,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1689.0,1.0,13576.0,39.0,14831.0,25.0,7415.0,741.0,6.0,4.0,10.0,741.0]","[2.016026385539071,17.687721125063362,0.2962524893975677]","[0.10080131927695354,0.8843860562531681,0.014812624469878386]",1.0,Low
512,1691,M,S,2,43634,N,22,29442,104,14721,1472,26,1,7,1472,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1691.0,2.0,43634.0,22.0,29442.0,104.0,14721.0,1472.0,26.0,1.0,7.0,1472.0]","[1.5611543464310509,16.852038131695544,1.586807521873403]","[0.07805771732155256,0.8426019065847773,0.07934037609367016]",1.0,Low
513,1694,F,S,2,21021,Y,63,3750,11,937,93,1,3,20,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1694.0,2.0,21021.0,63.0,3750.0,11.0,937.0,93.0,1.0,3.0,20.0,0.0]","[15.3167965395287,0.0,4.6832034604713]","[0.7658398269764349,0.0,0.234160173023565]",0.0,High
514,1695,M,S,0,74460,Y,55,25532,179,12766,1276,44,1,6,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1695.0,0.0,74460.0,55.0,25532.0,179.0,12766.0,1276.0,44.0,1.0,6.0,0.0]","[14.776951294499833,3.9390899700185438,1.2839587354816242]","[0.7388475647249917,0.1969544985009272,0.06419793677408121]",0.0,High
515,1699,F,M,1,20550,Y,22,27722,57,13861,1386,14,2,9,1386,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1699.0,1.0,20550.0,22.0,27722.0,57.0,13861.0,1386.0,14.0,2.0,9.0,1386.0]","[2.491194434365876,16.927198938112557,0.5816066275215652]","[0.1245597217182938,0.8463599469056279,0.02908033137607826]",1.0,Low
516,1702,F,S,2,6440,Y,52,22662,27,11331,1133,6,2,6,1133,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1702.0,2.0,6440.0,52.0,22662.0,27.0,11331.0,1133.0,6.0,2.0,6.0,1133.0]","[1.8249918044167721,17.899974364246486,0.27503383133674375]","[0.0912495902208386,0.8949987182123242,0.013751691566837188]",1.0,Low
517,1706,M,M,1,64792,N,52,13051,36,6525,652,9,3,6,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1706.0,1.0,64792.0,52.0,13051.0,36.0,6525.0,652.0,9.0,3.0,6.0,0.0]","[14.174765124725214,3.3457788778271373,2.479455997447649]","[0.7087382562362607,0.16728894389135687,0.12397279987238245]",0.0,High
518,1709,M,M,0,76161,Y,45,11961,25,5980,598,6,2,5,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1709.0,0.0,76161.0,45.0,11961.0,25.0,5980.0,598.0,6.0,2.0,5.0,0.0]","[12.339061797445146,4.9548694266864555,2.7060687758683986]","[0.6169530898722573,0.24774347133432278,0.13530343879341994]",0.0,High
519,1711,M,M,2,57360,Y,53,10361,57,5180,518,14,1,5,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1711.0,2.0,57360.0,53.0,10361.0,57.0,5180.0,518.0,14.0,1.0,5.0,0.0]","[15.963500781801626,2.8426019804841394,1.193897237714238]","[0.7981750390900811,0.14213009902420695,0.059694861885711895]",0.0,High
520,1713,F,S,2,14578,Y,61,11911,95,5955,595,23,1,9,595,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1713.0,2.0,14578.0,61.0,11911.0,95.0,5955.0,595.0,23.0,1.0,9.0,595.0]","[1.7084039973664236,17.967986183040704,0.3236098195928706]","[0.08542019986832118,0.8983993091520353,0.01618049097964353]",1.0,Low
521,1715,F,M,2,86695,N,14,25942,32,12971,1297,8,2,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1715.0,2.0,86695.0,14.0,25942.0,32.0,12971.0,1297.0,8.0,2.0,7.0,0.0]","[16.98453813414672,1.762557694430627,1.2529041714226488]","[0.8492269067073362,0.08812788472153137,0.06264520857113245]",0.0,High
522,1718,M,M,1,2067,N,48,15251,70,7625,762,17,3,8,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1718.0,1.0,2067.0,48.0,15251.0,70.0,7625.0,762.0,17.0,3.0,8.0,0.0]","[15.678915615433576,2.5542872079952708,1.7667971765711519]","[0.7839457807716788,0.12771436039976353,0.08833985882855759]",0.0,High
523,1719,M,M,2,30665,Y,23,5830,63,1457,145,9,1,15,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1719.0,2.0,30665.0,23.0,5830.0,63.0,1457.0,145.0,9.0,1.0,15.0,0.0]","[12.324015724616215,0.007142857142857143,7.6688414182409295]","[0.6162007862308106,0.0003571428571428571,0.3834420709120464]",0.0,High
524,1720,F,M,1,78000,Y,56,6080,30,1520,152,4,3,12,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1720.0,1.0,78000.0,56.0,6080.0,30.0,1520.0,152.0,4.0,3.0,12.0,0.0]","[3.4515300489639325,0.007142857142857143,16.54132709389321]","[0.1725765024481966,0.00035714285714285714,0.8270663546946604]",2.0,Medium
525,1731,F,S,0,39461,N,22,22872,103,11436,1143,25,1,6,1143,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1731.0,0.0,39461.0,22.0,22872.0,103.0,11436.0,1143.0,25.0,1.0,6.0,1143.0]","[2.112993312763292,16.125250755120778,1.7617559321159277]","[0.10564966563816462,0.8062625377560391,0.08808779660579641]",1.0,Low
526,1732,M,M,1,47371,Y,55,4980,258,1245,124,38,2,18,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1732.0,1.0,47371.0,55.0,4980.0,258.0,1245.0,124.0,38.0,2.0,18.0,0.0]","[14.948642150532663,0.0,5.051357849467334]","[0.7474321075266332,0.0,0.25256789247336675]",0.0,High
527,1734,F,S,1,540,Y,39,12341,7,6170,617,1,3,8,617,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1734.0,1.0,540.0,39.0,12341.0,7.0,6170.0,617.0,1.0,3.0,8.0,617.0]","[1.727808005105727,18.048405465217773,0.2237865296765022]","[0.08639040025528635,0.9024202732608886,0.01118932648382511]",1.0,Low
528,1744,F,M,2,57483,N,44,17011,27,8505,850,6,4,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1744.0,2.0,57483.0,44.0,17011.0,27.0,8505.0,850.0,6.0,4.0,5.0,0.0]","[15.264936024330646,3.9410258705387347,0.7940381051306186]","[0.7632468012165323,0.19705129352693673,0.03970190525653093]",0.0,High
529,1745,F,S,2,21274,N,46,10871,32,5435,543,8,1,6,543,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1745.0,2.0,21274.0,46.0,10871.0,32.0,5435.0,543.0,8.0,1.0,6.0,543.0]","[1.3480512438248156,18.360135428642824,0.29181332753236094]","[0.06740256219124077,0.9180067714321412,0.014590666376618048]",1.0,Low
530,1748,M,S,1,94188,N,58,20862,19,10431,1043,4,1,5,1043,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1748.0,1.0,94188.0,58.0,20862.0,19.0,10431.0,1043.0,4.0,1.0,5.0,1043.0]","[1.8285017254204672,17.4882481096602,0.6832501649193309]","[0.09142508627102336,0.87441240548301,0.03416250824596655]",1.0,Low
531,1750,F,S,1,12374,Y,33,17491,106,8745,874,26,1,10,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1750.0,1.0,12374.0,33.0,17491.0,106.0,8745.0,874.0,26.0,1.0,10.0,0.0]","[16.735445513967708,1.8559058658430725,1.4086486201892188]","[0.8367722756983854,0.09279529329215362,0.07043243100946094]",0.0,High
532,1751,F,M,2,69133,Y,27,8580,37,2145,214,5,3,17,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1751.0,2.0,69133.0,27.0,8580.0,37.0,2145.0,214.0,5.0,3.0,17.0,0.0]","[16.594705126364094,0.0,3.405294873635905]","[0.8297352563182047,0.0,0.17026474368179526]",0.0,High
533,1752,F,M,2,84948,Y,29,11141,12,5570,557,3,1,7,557,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1752.0,2.0,84948.0,29.0,11141.0,12.0,5570.0,557.0,3.0,1.0,7.0,557.0]","[1.2670950846974778,17.47178103815412,1.2611238771484048]","[0.06335475423487388,0.873589051907706,0.06305619385742024]",1.0,Low
534,1753,F,M,2,30998,N,41,2400,50,600,60,7,1,19,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1753.0,2.0,30998.0,41.0,2400.0,50.0,600.0,60.0,7.0,1.0,19.0,0.0]","[14.838773038597003,0.0,5.161226961402995]","[0.7419386519298503,0.0,0.2580613480701498]",0.0,High
